Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 73,forward_from
J,"Bhulai, Sandjai; Koole, Ger; Pot, Auke",,,,,"Koole, Ger/0000-0003-1776-8369; Bhulai, Sandjai/0000-0003-1124-8821",,,Simple methods for shift scheduling in multiskill call centers,,,,,,,,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,,,,10.0,3,,,411.0,420,,,,10.1287/msom.1070.0172,,,,,,,Article,SUM 2008,2008,"This paper introduces a new method for shift scheduling in multiskill call centers. The method consists of two steps. First, staffing levels are determined, and next, in the second step, the outcomes are used as input for the scheduling problem. The scheduling problem relies on a linear programming model that is easy to implement and has short computation times, i.e., a fraction of a second. Therefore, it is useful for different purposes and it can be part of an iterative procedure: for example, one that combines shifts into rosters.",,,,,,,,,55,5,0,0,0,0,60,,,1523-4614,1526-5498,,,,,,,"Vrije Univ Amsterdam, Dept Math, NL-1081 HV Amsterdam, Netherlands",,,,2008-06-01,WOS:000257673100006,,,cezik_l_cuyer_2008
J,"L'Ecuyer, P.; Buist, E.",,,,"L'Ecuyer, Pierre/O-6577-2019","L'Ecuyer, Pierre/0000-0002-3184-0796",,,"On the interaction between stratification and control variates, with illustrations in a call centre simulation",,,,,,,,JOURNAL OF SIMULATION,,,,2.0,1,,,29.0,40,,,,10.1057/palgrave.jos.4250035,,,,,,,Article,2008,2008,"Variance reduction techniques (VRTs) are often essential to make simulation quick and accurate enough to be useful. A case in point is simulation-based optimization of complex systems. An obvious idea to push the improvement one step further is to combine several VRTs for a given simulation. But such combinations often give rise to new issues. This paper studies the combination of stratification with control variates. We detail and compare several ways of doing the combination. Nontrivial synergies between the two methods are exhibited. We illustrate this with a telephone call centre simulation, where we combine a control variate with stratification with respect to one of the uniform random variates that drive the simulation. It turns out that using more information in the control variate degrades the performance (significantly) in our example. This seemingly paradoxical behaviour is not rare and our theoretical analysis explains why.",,,,,,,,,2,0,0,0,0,0,2,,,1747-7778,1747-7786,,,,,,,"Univ Montreal, CIRRELT, Gerad, Montreal, PQ, CanadaUniv Montreal, DIRO, Montreal, PQ, Canada",,,,2008-01-01,WOS:000428041000004,,,cezik_l_cuyer_2008
J,"Terekhov, Daria; Beck, J. Christopher",,,,,,,,A constraint programming approach for solving a queueing control problem,,,,,,,,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,,,,32.0,,,,123.0,167,,,,10.1613/jair.2446,,,,,,,Article,2008,2008,"In a facility with front room and back room operations, it is useful to switch workers between the rooms in order to cope with changing customer demand. Assuming stochastic customer arrival and service times, we seek a policy for switching workers such that the expected customer waiting time is minimized while the expected back room staffing is sufficient to perform all work. Three novel constraint programming models and several shaving procedures for these models are presented. Experimental results show that a model based on closed-form expressions together with a combination of shaving procedures is the most efficient. This model is able to find and prove optimal solutions for many problem instances within a reasonable run-time. Previously, the only available approach was a heuristic algorithm. Furthermore, a hybrid method combining the heuristic and the best constraint programming method is shown to perform as well as the heuristic in terms of solution quality over time, while achieving the same performance in terms of proving optimality as the pure constraint programming model. This is the first work of which we are aware that solves such queueing-based problems with constraint programming.",,,,,,,,,5,0,0,0,0,0,5,,,1076-9757,,,,,,,,"Univ Toronto, Dept Mech & Ind Engn, Toronto, ON M5S 1A1, Canada",,,,2008-01-01,WOS:000256430900003,,,cezik_l_cuyer_2008
J,"Wu, Zerui; Liu, Ran; Pan, Ershun",,,,,"Wu, Zerui/0000-0002-8352-6467",,,Server Routing-Scheduling Problem in Distributed Queueing System with Time-Varying Demand and Queue Length Control,,,,,,,,TRANSPORTATION SCIENCE,,,,,,,,,,,,,10.1287/trsc.2022.0099,,,,,AUG 2023,,Article; Early Access,,2023,"We study a server routing-scheduling problem in a distributed queueing system, where the system consists of multiple queues at different locations. In a distributed queueing system, servers are shared among multiple queues, and they travel between queues in response to stochastic and time-varying demands. Although server traveling can improve service levels and shorten queue lengths, server routing and scheduling is complicated. We propose a dynamic programming model to solve this special routing-scheduling problem with time-varying demand, stochastic travel time, and queue-length constraints. In order to tackle large-scale practical instances, we design a dynamic programming-based rollout heuristic algorithm. Experiments on large-scale airports and scenic spots show that our approach reduces the total working periods of servers/employees without violating queue-length constraints. Furthermore, we demonstrate that our algorithm outperforms existing benchmark methods and the practical schedules of a scenic spot.",,,,,,,,,0,0,0,0,0,0,0,,,0041-1655,,,,,,,,"Shanghai Jiao Tong Univ, Dept Ind Engn & Management, Shanghai 200240, Peoples R China",,,,2023-08-19,WOS:001045727900001,,,feldman_et_al_2008
J,"Chen, Ningyuan; Gurlek, Ragip; Lee, Donald K. K.; Shen, Haipeng",,,,,"Lee, Donald/0000-0003-4599-892X",,,Can Customer Arrival Rates Be Modelled by Sine Waves?,,,,,,,,SERVICE SCIENCE,,,,,,,,,,,,,10.1287/serv.2022.0045,,,,,JUL 2023,,Article; Early Access,,2023,"Customer arrival patterns observed in the real world typically exhibit strong seasonal effects. It is therefore natural to ask, can a nonhomogeneous Poisson process (NHPP) with a rate function that is the simple sum of sinusoids provide an adequate description of reality? If so, how can the sinusoidal NHPP be used to improve the performance of service systems? We empirically validate that the sinusoidal NHPP is consistent with arrival data from two settings of great interest in service operations: patient arrivals to an emergency department and customer calls to a bank call centre. This finding provides rigorous justification for the use of the sinusoidal NHPP assumption in many existing queuing models. We also clarify why a sinusoidal NHPP model is more suitable than the standard NHPP when the underlying arrival pattern is aperiodic (e.g., does not follow a weekly cycle). This is illustrated using data from a car dealership and also via a naturalistic staffing simulation based on the call centre. On the other hand, if the arrival pattern is periodic, we explain why both models should perform comparably. Even then, the sinusoidal NHPP is still necessary for managers to use to verify that the arrival pattern is indeed periodic, a step that is seldom performed in applications. Code for fitting the sinusoidal NHPP to data is provided on GitHub.",,,,,,,,,0,0,0,0,0,0,0,,,2164-3962,2164-3970,,,,,,,"Univ Toronto, Rotman Sch Management, Toronto, ON M5S 1A1, CanadaEmory Univ, Goizueta Business Sch, Atlanta, GA 30322 USAEmory Univ, Dept Biostat & Bioinformat, Atlanta, GA 30322 USAUniv Hong Kong, Business Sch, Hong Kong, Peoples R China",,,,2023-08-05,WOS:001030818900001,,,feldman_et_al_2008
J,"Palomo, Sergio; Pender, Jamol J.; Massey, William A.; Hampshire, Robert C.",,,,,,,,Flattening the curve: Insights from queueing theory,,,,,,,,PLOS ONE,,,,18.0,6,,,,,,,,10.1371/journal.pone.0286501,,,,,,,Article,JUN 16 2023,2023,"The worldwide outbreak of the coronavirus was first identified in 2019 in Wuhan, China. Since then, the disease has spread worldwide. As it is currently spreading in the United States, policy makers, public health officials and citizens are racing to understand the impact of this virus on the United States healthcare system. They fear a rapid influx of patients overwhelming the healthcare system and leading to unnecessary fatalities. Most countries and states in America have introduced mitigation strategies, such as using social distancing to decrease the rate of newly infected people. This is what is usually meant by flattening the curve. In this paper, we use queueing theoretic methods to analyze the time evolution of the number of people hospitalized due to the coronavirus. Given that the rate of new infections varies over time as the pandemic evolves, we model the number of coronavirus patients as a dynamical system based on the theory of infinite server queues with time inhomogeneous Poisson arrival rates. With this model we are able to quantify how flattening the curve affects the peak demand for hospital resources. This allows us to characterize how aggressive societal policy needs to be to avoid overwhelming the capacity of healthcare system. We also demonstrate how curve flattening impacts the elapsed lag between the times of the peak rate of hospitalizations and the peak demand for the hospital resources. Finally, we present empirical evidence from Italy and the United States that supports the insights from our model analysis.",,,,,,,,,0,0,0,0,0,0,0,,,1932-6203,,,,,,,,"Cornell Univ, Syst Engn, Ithaca, NY 14853 USACornell Univ, Operat Res & Informat Engn, Ithaca, NY 14853 USAPrinceton Univ, Operat Res & Financial Engn, Princeton, NJ USAUniv Michigan, Gerald Ford Sch Publ Policy, Ann Arbor, MI USA",,,,2023-08-07,WOS:001029859700019,37327231.0,,feldman_et_al_2008
J,"Zimmerman, Samantha L.; Rutherford, Alexander R.; van der Waall, Alexa; Norena, Monica; Dodek, Peter",,,,,"Dodek, Peter/0000-0002-3314-4655; Zimmerman, Samantha L./0000-0002-2684-4565; Norena, Monica/0000-0001-9208-3090",,,A queuing model for ventilator capacity management during the COVID-19 pandemic,,,,,,,,HEALTH CARE MANAGEMENT SCIENCE,,,,26.0,2,,,200,216,,,,10.1007/s10729-023-09632-9,,,,,MAY 2023,,Article,JUN 2023,2023,"We applied a queuing model to inform ventilator capacity planning during the first wave of the COVID-19 epidemic in the province of British Columbia (BC), Canada. The core of our framework is a multi-class Erlang loss model that represents ventilator use by both COVID-19 and non-COVID-19 patients. Input for the model includes COVID-19 case projections, and our analysis incorporates projections with different levels of transmission due to public health measures and social distancing. We incorporated data from the BC Intensive Care Unit Database to calibrate and validate the model. Using discrete event simulation, we projected ventilator access, including when capacity would be reached and how many patients would be unable to access a ventilator. Simulation results were compared with three numerical approximation methods, namely pointwise stationary approximation, modified offered load, and fixed point approximation. Using this comparison, we developed a hybrid optimization approach to efficiently identify required ventilator capacity to meet access targets. Model projections demonstrate that public health measures and social distancing potentially averted up to 50 deaths per day in BC, by ensuring that ventilator capacity was not reached during the first wave of COVID-19. Without these measures, an additional 173 ventilators would have been required to ensure that at least 95% of patients can access a ventilator immediately. Our model enables policy makers to estimate critical care utilization based on epidemic projections with different transmission levels, thereby providing a tool to quantify the interplay between public health measures, necessary critical care resources, and patient access indicators.",,,,,,,,,0,0,0,0,0,0,0,,,1386-9620,1572-9389,,,,,,,"Simon Fraser Univ, Dept Math, 8888 Univ Dr, Burnaby, BC V5A 1S6, CanadaSt Pauls Hosp, Ctr Hlth Evaluat & Outcome Sci, 588 1081 Burrard St, Vancouver, BC V6Z 1Y6, CanadaUniv British Columbia, Fac Med, Dept Med, Div Crit Care, 855 W 12th Ave, Vancouver, BC V5Z 1M9, Canada",,,,2023-05-31,WOS:000992337500001,37212974.0,,feldman_et_al_2008
J,"Bekker, Rene; Broek, Michiel uit het; Koole, Ger",,,,,"Koole, Ger/0000-0003-1776-8369; uit het Broek, Michiel A. J./0000-0002-7567-6385",,,Modeling COVID-19 hospital admissions and occupancy in the Netherlands,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,304.0,1,SI,,207,218,,,,10.1016/j.ejor.2021.12.044,,,,,AUG 2022,,Article,JAN 1 2023,2023,"We describe the models we built for predicting hospital admissions and bed occupancy of COVID-19 patients in the Netherlands. These models were used to make short-term decisions about transfers of patients between regions and for long-term policy making. For forecasting admissions we developed a new technique using linear programming. To predict occupancy we fitted residual lengths of stay and used results from queueing theory. Our models increased the accuracy of and trust in the predictions and helped manage the pandemic, minimizing the impact in terms of beds and maximizing remaining capacity for other types of care.(c) 2022 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )",,,,,,,,,17,0,0,0,2,0,17,,,0377-2217,1872-6860,,,,,,,"LCPS Landelijk Coordinatiectr Patienten Spreiding, Zeist, NetherlandsVrije Univ Amsterdam, Dept Math, Amsterdam, NetherlandsUniv Groningen, Dept Operat, Groningen, Netherlands",LCPS Landelijk Coordinatiectr Patienten Spreiding,,,2022-10-05,WOS:000861383000002,35013638.0,,feldman_et_al_2008
J,"Tsiligianni, Christiana; Tsiligiannis, Aristeides; Tsiliyannis, Christos",,,,,,,,"A stochastic inventory model of COVID-19 and robust, real-time identification of carriers at large and infection rate via asymptotic laws",,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,304.0,1,,,42,56,,,,10.1016/j.ejor.2021.12.037,,,,,AUG 2022,,Article,JAN 1 2023,2023,"A critical operations management problem in the ongoing COVID-19 pandemic is cognizance of (a) the number of all carriers at large (CaL) conveying the SARS-CoV-2, including asymptomatic ones and (b) the infection rate (IR). Both are random and unobservable, affecting the spread of the disease, patient arrivals to health care units (HCUs) and the number of deaths. A novel, inventory perspective of COVID-19 is proposed, with random inflow, random losses and retrials (recurrent cases) and delayed/distributed exit, with randomly varying fractions of the exit distribution. A minimal construal, it enables representation of COVID-19 evolution with close fit of national incidence profiles, including single and multiple pattern outbreaks, oscillatory, periodic or non-periodic evolution, followed by retraction, leveling off, or strong resurgence. Furthermore, based on asymptotic laws, the minimum number of variables that must be monitored for identifying CaL and IR is determined and a real-time identification method is presented. The method is data-driven, utilizing the entry rate to HCUs and scaled, or dimensionless variables, including the mean residence time of symptomatic carriers in CaL and the mean residence time in CaL of patients entering HCUs. As manifested by several robust case studies of national COVID-19 incidence profiles, it provides efficient identification in real-time under unbiased monitoring error, without relying on any model. The propagation factor, a stochastic process, is reconstructed from the identified trajectories of CaL and IR, enabling evaluation of control measures. The results are useful towards the design of policies restricting COVID-19 and encumbrance to HCUs and mitigating economic contraction.(c) 2022 Elsevier B.V. All rights reserved.",,,,,,,,,0,0,0,0,0,0,0,,,0377-2217,1872-6860,,,,,,,"ANION Environm Ltd, 26 Lykoudi Str, GR-11141 Athens, Greece",ANION Environm Ltd,,,2022-09-23,WOS:000854014700004,35035055.0,,feldman_et_al_2008
J,"Ramesan, Nithin S.; Baccelli, Francois",,,,"Baccelli, Francois/IWU-5360-2023","BACCELLI, FRANCOIS/0000-0002-9326-8422",,,How Wireless Queues Benefit from Motion: An Analysis of the Continuum Between Zero and Infinite Mobility,,,,,,,,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,,,,20.0,12,,,8149,8162,,,,10.1109/TWC.2021.3090762,,,,,,,Article; Proceedings Paper,DEC 2021,2021,"This paper considers the time evolution of a queue that is embedded in a Poisson point process of moving wireless interferers. The queue is driven by an external arrival process and is subject to a time-varying service process that is a function of the SINR that it sees. Static configurations of interferers result in an infinite queue workload with positive probability. In contrast, a generic stability condition is established for the queue in the case where interferers possess any non-zero mobility that results in displacements that are both independent across interferers and oblivious to interferer positions. The proof leverages the mixing property of the Poisson point process. The effect of an increase in mobility on queuing metrics is also studied. Convex ordering tools are used to establish that faster moving interferers result in a queue workload that is smaller for the increasing-convex stochastic order. As a corollary, mean workload and mean delay decrease as network mobility increases. This stochastic ordering as a function of mobility is explained by establishing positive correlations between SINR level-crossing events at different time points, and by determining the autocorrelation function for interference and observing that it decreases with increasing mobility. System behaviour is empirically analyzed using discrete-event simulation and the performance of various mobility models is evaluated using heavy-traffic approximations.",,,,,"18th International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks (WiOPT)18th International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks (WiOPT)","JUN 15-19, 2020JUN 15-19, 2020",,"Volos, GREECEVolos, GREECE",0,0,0,0,0,0,0,,,1536-1276,1558-2248,,,,,,,"Univ Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USAUniv Texas Austin, Dept Elect & Comp Engn, Austin, TX 78712 USAUniv Texas Austin, Dept Math, Austin, TX 78712 USA",,,,2021-12-18,WOS:000728926400034,,,feldman_et_al_2008
J,"Selinka, Gregor; Stolletz, Raik; Maindl, Thomas I.",,,,,"Maindl, Thomas/0000-0002-5405-9142; Stolletz, Raik/0000-0003-2725-9322",,,Performance Approximation for Time-Dependent Queues with Generally Distributed Abandonments,,,,,,,,INFORMS JOURNAL ON COMPUTING,,,,34.0,1,,,20,38,,,,10.1287/ijoc.2021.1090,,,,,SEP 2021,,Article,JAN-FEB 2022,2022,"Many stochastic systems face a time-dependent demand. Especially in stochastic service systems, for example, in call centers, customers may leave the queue if their waiting time exceeds their personal patience. As discussed in the extant literature, it can be useful to use general distributions to model such customer patience. This paper analyzes the time-dependent performance of a multiserver queue with a nonhomogeneous Poisson arrival process with a time-dependent arrival rate, exponentially distributed processing times, and generally distributed time to abandon. Fast and accurate performance approximations are essential for decision support in such queueing systems, but the extant literature lacks appropriate methods for the setting we consider. To approximate time-dependent performance measures for small- and medium-sized systems, we develop a new stationary backlog-carryover (SBC) approach that allows for the analysis of underloaded and overloaded systems. Abandonments are considered in two steps of the algorithm: (i) in the approximation of the utilization as a reduced arrival stream and (ii) in the approximation of waiting-based performance measures with a stationary model for general abandonments. To improve the approximation quality, we discuss an adjustment to the interval lengths. We present a limit result that indicates convergence of the method for stationary parameters. The numerical study compares the approximation quality of different adjustments to the interval length. The new SBC approach is effective for instances with small numbers of time-dependent servers and gamma-distributed abandonment times with different coefficients of variation and for an empirical distribution of the abandonment times from real-world data obtained from a call center. A discrete-event simulation benchmark confirms that the SBC algorithm approximates the performance of the queueing system with abandonments very well for different parameter configurations.Summary of Contribution: The paper presents a fast and accurate numerical method to approximate the performance measures of a time-dependent queueing system with generally distributed abandonments. The presented stationary backlog carryover approach with abandonment combines algorithmic ideas with stationary queueing models for generally distributed abandonment times. The reliability of the method is analyzed for transient systems and numerically studied with real-world data.",,,,,,,,,1,0,0,0,0,0,1,,,1091-9856,1526-5528,,,,,,,"Univ Mannheim, Business Sch, D-68131 Mannheim, GermanyUniv Vienna, Dept Astrophys, A-1180 Vienna, AustriaSDB Sci Driven Business Ltd, CY-6025 Larnax, Cyprus",SDB Sci Driven Business Ltd,,,2021-11-02,WOS:000709077600001,,,feldman_et_al_2008
J,"Furman, Eugene; Diamant, Adam; Kristal, Murat",,,,,,,,Customer Acquisition and Retention: A Fluid Approach for Staffing,,,,,,,,PRODUCTION AND OPERATIONS MANAGEMENT,,,,30.0,11,,,4236,4257,,,,10.1111/poms.13520,,,,,AUG 2021,,Article,NOV 2021,2021,"We investigate the trade-off between acquisition and retention efforts when customers are sensitive to the quality of service they receive, that is, whether they get timely access to a company's resources when requested. We model the problem as a multi-class queueing network with new and returning customers, time-dependent arrivals, and abandonment. We derive its fluid approximation; a system of ordinary linear differential equations with continuous, piecewise smooth, right-hand sides. Based on the fluid model, we propose a novel approach to determine optimal stationary staffing levels for new and returning customer queues in anticipation of future time-varying dynamics. Using system accessibility as a proxy for service quality and staffing levels as a proxy for investment, we demonstrate how to apply our approach to two families of time-varying arrival functions motivated by real-world applications: an advertising campaign and a clinical setting. In a numerical study, we demonstrate that our approach creates staffing policies that maximize throughput while balancing acquisition and retention efforts more effectively (i.e., equitable abandonment from each customer class) than commonly used near-stationary methods such as variants of square-root staffing policies. Our model confirms that acquisition and retention efforts are intimately linked; this has been found in empirical studies but not captured in the operations literature. We suggest that in time-varying environments, focusing on either alone is not sufficient to maintain high levels of throughput and service quality.",,,,,,,,,2,0,0,0,0,0,2,,,1059-1478,1937-5956,,,,,,,"Univ Toronto, Rotman Sch Management, Toronto, ON M5S 3E6, CanadaYork Univ, Schulich Sch Business, Toronto, ON M3J IP3, Canada",,,,2022-02-10,WOS:000686927000001,,,feldman_et_al_2008
J,"Furman, Eugene; Cressman, Alex; Shin, Saeha; Kuznetsov, Alexey; Razak, Fahad; Verma, Amol; Diamant, Adam",,,,,"Kuznetsov, Alexey/0000-0003-4010-0578",,,Prediction of personal protective equipment use in hospitals during COVID-19,,,,,,,,HEALTH CARE MANAGEMENT SCIENCE,,,,24.0,2,SI,,439,453,,,,10.1007/s10729-021-09561-5,,,,,APR 2021,,Article,JUN 2021,2021,"Demand for Personal Protective Equipment (PPE) such as surgical masks, gloves, and gowns has increased significantly since the onset of the COVID-19 pandemic. In hospital settings, both medical staff and patients are required to wear PPE. As these facilities resume regular operations, staff will be required to wear PPE at all times while additional PPE will be mandated during medical procedures. This will put increased pressure on hospitals which have had problems predicting PPE usage and sourcing its supply. To meet this challenge, we propose an approach to predict demand for PPE. Specifically, we model the admission of patients to a medical department using multiple independent M-t/G/infinity queues. Each queue represents a class of patients with similar treatment plans and hospital length-of-stay. By estimating the total workload of each class, we derive closed-form estimates for the expected amount of PPE required over a specified time horizon using current PPE guidelines. We apply our approach to a data set of 22,039 patients admitted to the general internal medicine department at St. Michael's hospital in Toronto, Canada from April 2010 to November 2019. We find that gloves and surgical masks represent approximately 90% of predicted PPE usage. We also find that while demand for gloves is driven entirely by patient-practitioner interactions, 86% of the predicted demand for surgical masks can be attributed to the requirement that medical practitioners will need to wear them when not interacting with patients.",,,,,,,,,4,0,0,0,1,0,4,,,1386-9620,1572-9389,,,,,,,"Rotman Sch Management, Dept Operat Management, Toronto, ON, CanadaUniv Toronto, Temerty Fac Med, Div Gen Internal Med, Toronto, ON, CanadaSt Michaels Hosp, Li Ka Shing Knowledge Inst, Toronto, ON, CanadaYork Univ, Dept Math & Stat, Toronto, ON, CanadaSt Michaels Hosp, Div Gen Internal Med, Toronto, ON, CanadaUniv Toronto, Dept Med, Toronto, ON, CanadaUniv Toronto, Inst Hlth Policy Management & Evaluat, Toronto, ON, CanadaSchulich Sch Business, Dept Operat Management & Informat Syst, Toronto, ON, Canada",,,,2021-05-05,WOS:000639056600001,33843005.0,,feldman_et_al_2008
J,"Liu, Yunan; Sun, Xu; Hovey, Kyle",,,,,,,,Scheduling to Differentiate Service in a Multiclass Service System,,,,,,,,OPERATIONS RESEARCH,,,,70.0,1,,,527,544,33.0,,,10.1287/opre.2020.2075,,,,,MAR 2021,,Article,JAN-FEB 2022,2022,"Motivated by large-scale service systems, we study a multiclass queueing system having class-dependent service rates and heterogeneous abandonment distributions. Our objective is to devise proper staffing and scheduling schemes to achieve differentiated services for each class. Formally, for a class-specific delay target w(i) > 0 and threshold alpha(i) is an element of (0,1), we concurrently determine an appropriate staffing level (number of servers) and a server-assignment rule (assigning newly idle servers to a waiting customer from one of the classes), under which the percentage of class-i customers waiting more than wi does not exceed alpha(i). We tackle the problem under the efficiency-driven many-server heavy-traffic limiting regime, where both the demand volume and the number of servers grow proportionally to infinity. Our main findings are as follows: (a) class-level service differentiation is obtained by using a delay-based dynamic prioritization scheme; (b) the proposed scheduling rule achieves an important state-space collapse, in which all waiting time processes evolve as fixed proportions of a one-dimensional state-descriptor called the frontier process; (c) the frontier process solves a stochastic Volterra equation and is thus a non-Markovian process; (d) the proposed staffing-and-scheduling solution can be readily extended to time-varying settings. In this paper, we establish heavy-traffic limit theorems to show that our solution is asymptotically correct for large systems, and we numerically demonstrate that it performs reasonably well even for relatively small systems.",,,,,,,,,1,0,0,0,0,0,1,,,0030-364X,,,,,,,,"North Carolina State Univ, Dept Ind & Syst Engn, Raleigh, NC 27695 USAUniv Florida, Dept Ind & Syst Engn, Gainesville, FL 32603 USAUS Dept Def, Washington, DC 20301 USA",,,,2021-11-02,WOS:000708971000001,,,feldman_et_al_2008
J,"Ekin, Tahir; Aktekin, Tevfik",,,,,"Ekin, Tahir/0000-0002-0965-3521",,,Decision making under uncertain and dependent system rates in service systems,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,291.0,1,,,335,348,,,,10.1016/j.ejor.2020.09.005,,,,,JAN 2021,,Article,MAY 16 2021,2021,"In this paper, we propose decision analysis methods for determining the optimal number of agents of a service system where the system rates (arrival, service, and abandonment) are modeled as dependent random variables. In doing so, we take the Bayesian point of view of inference and obtain joint posterior distributions of the system rates. We solve the proposed stochastic staffing decision problem with augmented probability simulation based optimization methods. The novelty of our approach stems from the use of dependent system rates to determine optimal staffing in a constrained optimization setting for stochastic service systems. We demonstrate the implications of ignoring dependence and uncertainty in system rates on simulated data for general service systems, and illustrate the application of the proposed methodology on call center operations. (C) 2020 Elsevier B.V. All rights reserved.",,,,,,,,,0,0,0,0,0,0,0,,,0377-2217,1872-6860,,,,,,,"Texas State Univ, Dept Comp Informat Syst & Quantitat Methods, San Marcos, TX 78666 USAUniv New Hampshire, Dept Decis Sci, Durham, NH 03824 USA",,,,2021-02-09,WOS:000608619800024,,,feldman_et_al_2008
J,"Smirnov, Dmitry; Huchzermeier, Arnd",,,,,"Huchzermeier, Arnd/0000-0003-2178-3254",,,Analytics for labor planning in systems with load-dependent service times,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,287.0,2,,,668,681,,,,10.1016/j.ejor.2020.04.036,,,,,,,Article,DEC 1 2020,2020,"This paper presents a generalized framework for labor planning in systems with load-dependent service times. Our approach integrates customer arrival forecasting, service time estimation, and staffing into an end to end process. More specifically, (i) we propose a hybrid model to forecast customer arrivals, that combines a traditional time-series technique with a state-of-the-art machine learning algorithm, thereby allowing to incorporate a rich set of predictors; (ii) we develop a methodology to estimate the distribution of load-dependent service times from past transactions data; and (iii) we present a stochastic programming formulation to determine staffing levels under quality-of-service constraints. Finally, we develop a heuristic solution algorithm that utilizes an embedded discrete event simulation to evaluate system performance.To demonstrate the practical applicability of our approach, we conduct a case study at a franchisee of a major international fast food chain. Our data set includes the number of transactions, average order value, average service times, and staffing levels recorded at the restaurant on an hourly level, as well as information on marketing activities of the fast food chain on a daily level for nine consecutive years. We show that by applying our approach, the personnel expenses could be reduced by 4.4%, which would translate into an increase in earnings before interest and taxes by 13% at the collaborating restaurant. (C) 2020 Elsevier B.V. All rights reserved.",,,,,,,,,4,0,0,0,0,0,4,,,0377-2217,1872-6860,,,,,,,"WHU Otto Beisheim Sch Management, Dept Prod Management, Burgpl 2, D-56179 Vallendar, Germany",,,,2020-08-03,WOS:000550057300019,,,feldman_et_al_2008
J,"Sun, Xu; Liu, Yunan",,,,,,,,Staffing many-server queues with autoregressive inputs,,,,,,,,NAVAL RESEARCH LOGISTICS,,,,68.0,3,,,312,326,,,,10.1002/nav.21960,,,,,NOV 2020,,Article,APR 2021,2021,"Recent studies reveal significant overdispersion and autocorrelation in arrival data at service systems such as call centers and hospital emergency departments. These findings stimulate the needs for more practical non-Poisson customer arrival models, and more importantly, new staffing formulas to account for the autocorrelative features in the arrival model. For this purpose, we study a multiserver queueing system where customer arrivals follow a doubly stochastic Poisson point process whose intensities are driven by a Cox-Ingersoll-Ross (CIR) process. The nonnegativity and autoregressive feature of the CIR process makes it a good candidate for modeling temporary dips and surges in arrivals. First, we devise an effective statistical procedure to calibrate our new arrival model to data which can be seen as a specification of the celebrated expectation-maximization algorithm. Second, we establish functional limit theorems for the CIR process, which in turn facilitate the derivation of functional limit theorems for our queueing model under suitable heavy-traffic regimes. Third, using the corresponding heavy traffic limits, we asymptotically solve an optimal staffing problem subject to delay-based constraints on the service levels. We find that, in order to achieve the designated service level, such an autoregressive feature in the arrival model translates into notable adjustment in the staffing formula, and such an adjustment can be fully characterized by the parameters of our new arrival model. In this respect, the staffing formulas acknowledge the presence of autoregressive structure in arrivals. Finally, we extend our analysis to queues having customer abandonment and conduct simulation experiments to provide engineering confirmations of our new staffing rules.",,,,,,,,,1,0,0,0,0,0,1,,,0894-069X,1520-6750,,,,,,,"Univ Florida, Dept Ind & Syst Engn, Gainesville, FL 32611 USANorth Carolina State Univ, Dept Ind & Syst Engn, Raleigh, NC 27695 USA",,,,2020-11-26,WOS:000589088100001,,,feldman_et_al_2008
